timestamp	json_file	law_url	status	chars
2025-04-23T07:40:03.284978	perturbed_DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIPAGREEMENT.txt.json	https://malegislature.gov/Laws/GeneralLaws/PartII/TitleIII/Chapter203E/Section103	EMPTY	0
2025-04-23T07:40:05.718384	perturbed_DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIPAGREEMENT.txt.json	https://law.justia.com/codes/massachusetts/2012/part-ii/title-iii/chapter-203e/section-103/	EMPTY	0
2025-04-23T07:40:07.691591	perturbed_DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIPAGREEMENT.txt.json	https://www.ecfr.gov/current/title-17/chapter-II/part-270/rule-270.30a-2	OK	893
2025-04-23T07:40:08.002871	perturbed_DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIPAGREEMENT.txt.json	https://www.law.cornell.edu/cfr/text/17/270.30a-2	OK	1696
2025-04-23T07:40:09.736275	perturbed_DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIPAGREEMENT.txt.json	https://malegislature.gov/Laws/GeneralLaws/PartII/TitleIII/Chapter203E/Section808	EMPTY	0
2025-04-23T07:40:11.332139	perturbed_DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIPAGREEMENT.txt.json	https://advance.lexis.com/container?config=00JAAzMTdhNmUyZC05ZWFjLTRmMzMtYjY4OS0wM2E0YThhMzIxOTYKAFzGAA14eJzAdQQAACUhAPQ4n59fH01HkQcAA==	EMPTY	0
2025-04-23T07:40:12.667119	perturbed_PACIRAPHARMACEUTICALS,INC.-A_RSTRATEGICLICENSING,DISTRIBUTIONANDMARKETINGAGREEMENT.txt.json	https://www.ecfr.gov/current/title-21/chapter-I/subchapter-D/part-314/section-314.81	OK	2021
2025-04-23T07:40:13.517105	perturbed_PACIRAPHARMACEUTICALS,INC.-A_RSTRATEGICLICENSING,DISTRIBUTIONANDMARKETINGAGREEMENT.txt.json	https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfcfr/cfrsearch.cfm?fr=314.81	OK	1976
2025-04-23T07:40:14.283788	perturbed_PACIRAPHARMACEUTICALS,INC.-A_RSTRATEGICLICENSING,DISTRIBUTIONANDMARKETINGAGREEMENT.txt.json	https://uscode.house.gov/view.xhtml?req=granuleid%3AUSC-prelim-title21-section351&edition=prelim	OK	2010
2025-04-23T07:40:14.469353	perturbed_PACIRAPHARMACEUTICALS,INC.-A_RSTRATEGICLICENSING,DISTRIBUTIONANDMARKETINGAGREEMENT.txt.json	https://www.law.cornell.edu/uscode/text/21/351	OK	2018
2025-04-23T07:40:14.469455	perturbed_PACIRAPHARMACEUTICALS,INC.-A_RSTRATEGICLICENSING,DISTRIBUTIONANDMARKETINGAGREEMENT.txt.json	⟨no-official-url1⟩	SKIP	0
2025-04-23T07:40:15.548991	perturbed_IntegrityFunds_20200121_485BPOS_EX-99.EUNDRCONTR_11948727_EX-99.EUNDRCONTR_ServiceAgreement.txt.json	https://uscode.house.gov/view.xhtml?req=granuleid%3AUSC-prelim-title15-section78o&edition=prelim	OK	2002
2025-04-23T07:40:15.670199	perturbed_IntegrityFunds_20200121_485BPOS_EX-99.EUNDRCONTR_11948727_EX-99.EUNDRCONTR_ServiceAgreement.txt.json	https://www.law.cornell.edu/topn/securities_exchange_act_of_1934	OK	2527
2025-04-23T07:40:16.146093	perturbed_IntegrityFunds_20200121_485BPOS_EX-99.EUNDRCONTR_11948727_EX-99.EUNDRCONTR_ServiceAgreement.txt.json	https://uscode.house.gov/view.xhtml?req=granuleid%3AUSC-prelim-title15-section77k&edition=prelim	OK	2002
2025-04-23T07:40:16.827666	perturbed_IntegrityFunds_20200121_485BPOS_EX-99.EUNDRCONTR_11948727_EX-99.EUNDRCONTR_ServiceAgreement.txt.json	https://www.law.cornell.edu/wex/securities_act_of_1933_section_11	EMPTY	0
2025-04-23T07:40:17.842514	perturbed_IntegrityFunds_20200121_485BPOS_EX-99.EUNDRCONTR_11948727_EX-99.EUNDRCONTR_ServiceAgreement.txt.json	https://uscode.house.gov/view.xhtml?req=granuleid%3AUSC-prelim-title15-section77k&edition=prelim	OK	2002
2025-04-23T07:40:18.666605	perturbed_IntegrityFunds_20200121_485BPOS_EX-99.EUNDRCONTR_11948727_EX-99.EUNDRCONTR_ServiceAgreement.txt.json	https://www.law.cornell.edu/wex/securities_act_of_1933_section_11	EMPTY	0
2025-04-23T07:40:19.677522	perturbed_VEONEER,INC_02_21_2020-EX-10.11-JOINTVENTUREAGREEMENT.txt.json	⟨no-official-url1⟩	SKIP	0
2025-04-23T07:40:19.677788	perturbed_VEONEER,INC_02_21_2020-EX-10.11-JOINTVENTUREAGREEMENT.txt.json	⟨no-official-url1⟩	SKIP	0
2025-04-23T07:40:19.677896	perturbed_VEONEER,INC_02_21_2020-EX-10.11-JOINTVENTUREAGREEMENT.txt.json	⟨no-official-url1⟩	SKIP	0
